Applicant ID,Position,Application Date,Stage Name,Applicant Status,OwnerName,Country,Applicant Name,Salary Expectations
3904,Chief Operating Officer,5/29/2019,Profile review,lost,Raj Koothrappali,South Korea,Paulina  Miskiv,"$7,800"
3884,Front-End Developer,5/28/2019,Application,lost,Leslie Winkle,Poland,Anastasia  Konrat,"$4,600"
3885,Front-End Developer,5/28/2019,Application,lost,Leslie Winkle,Ukraine,Anna  Kolisnichenko,"$1,300"
3886,Data Analyst,5/28/2019,Application,lost,Leslie Winkle,France,Yurii  Atsem,$700
3887,Data Analyst,5/28/2019,Test task,lost,Leslie Winkle,United Kingdom,vladislav  sikora,"$1,200"
3888,Recruiter,5/28/2019,Test task,lost,Leslie Winkle,Brazil,Daniel  Sivakov,"$1,000"
3889,Recruiter,5/28/2019,Application,lost,Leslie Winkle,Netherlands,Oleksandr  Poole,$500
3891,Technical Content Writer,5/28/2019,Application,lost,Leslie Winkle,United Kingdom,Sebastian  Gołąb,"$6,000"
3892,Recruiter,5/28/2019,Application,lost,Leslie Winkle,South Korea,Mario  Ras,"$5,200"
3893,Recruiter,5/28/2019,Test task,lost,Leslie Winkle,Brazil,Yury  Łagodzińska,"$1,700"
3894,Front-End Developer,5/28/2019,Application,lost,Leslie Winkle,India,Ayyaz  Iuzikov,"$1,300"
3871,Chief Operating Officer,5/27/2019,Profile review,lost,Raj Koothrappali,Brazil,Iryna  ilile,"$2,000"
3872,Recruiter,5/27/2019,Test task,lost,Leslie Winkle,Netherlands,Sagar  Grashchenko,"$2,000"
3873,Data Analyst,5/27/2019,Test task,lost,Leslie Winkle,Sweeden,Ilya  Jimenez,"$1,700"
3874,Technical Content Writer,5/27/2019,Application,lost,Leslie Winkle,Brazil,Evgeniy  Pałdia,"$1,300"
3875,Front-End Developer,5/27/2019,Application,lost,Leslie Winkle,South Korea,Oluwafemi   Aitchison,"$6,900"
3876,Data Analyst,5/27/2019,Application,lost,Leslie Winkle,United States,Svyatoslav  Alphons Jose,"$2,100"
3877,Technical Content Writer,5/27/2019,Application,lost,Leslie Winkle,India,Sergey  Chumachenko,"$2,600"
3878,Chief Operating Officer,5/27/2019,Profile review,lost,Raj Koothrappali,India,Kyle  Zak,"$4,900"
3879,Technical Content Writer,5/27/2019,Application,lost,Leslie Winkle,Spain,Aleksandra  Saladra,"$1,000"
3881,Product Manager,5/27/2019,Application,open,Howard Wolowitz,South Korea,Alicja  SHPAK,"$3,200"
3882,Recruiter,5/27/2019,Application,lost,Leslie Winkle,Brazil,Alyona  Gómez,"$3,100"
3883,Front-End Developer,5/27/2019,Test task,lost,Leslie Winkle,Singapore,Victoria  Sudan,"$1,600"
3865,Data Analyst,5/26/2019,Application,lost,Leslie Winkle,Netherlands,Volodymyr  Poliakova,"$3,300"
3866,Full Stack Engineer,5/26/2019,Application,lost,Leslie Winkle,Sweeden,Caitlin   Pacholczyk,"$3,300"
3867,Data Analyst,5/26/2019,Application,lost,Leslie Winkle,Ukraine,Olia   Fortune,"$6,000"
3869,Recruiter,5/26/2019,Application,lost,Leslie Winkle,Singapore,Richard   Palinchak,"$2,600"
3870,Product Manager,5/26/2019,Application,lost,Sheldon Cooper,Sweeden,Nataliia  Yerin,"$1,000"
3861,Technical Content Writer,5/25/2019,Application,lost,Leslie Winkle,Ukraine,Pavlo  Kovtun,"$1,500"
3862,Technical Content Writer,5/25/2019,Application,lost,Leslie Winkle,Spain,Anton  Jafarov,"$1,600"
3863,Front-End Developer,5/25/2019,Application,lost,Leslie Winkle,United Kingdom,Oksana  Staśko,"$2,000"
3864,Recruiter,5/25/2019,Profile review,lost,Leslie Winkle,Canada,Arun   Morales,"$1,600"
3853,Front-End Developer,5/24/2019,Application,lost,Leslie Winkle,United Kingdom,Anthony  Haleniuk,"$3,500"
3854,Technical Content Writer,5/24/2019,Application,lost,Leslie Winkle,Sweeden,Vicentiu Cristian  Zymovets,"$1,300"
3855,Technical Content Writer,5/24/2019,Application,lost,Leslie Winkle,India,Steven  khan,"$6,000"
3856,Recruiter,5/24/2019,Test task,lost,Leslie Winkle,United Kingdom,Piyush   Pertsovsky,$800
3857,Recruiter,5/24/2019,Test task,lost,Leslie Winkle,Canada,Srivalli  Osmonov,"$1,400"
3858,Data Analyst,5/24/2019,Application,lost,Leslie Winkle,France,Oksana  Makowska,"$4,200"
3859,Product Manager,5/24/2019,Application,lost,Sheldon Cooper,United Kingdom,Andrii  Shah,"$4,200"
3860,Recruiter,5/24/2019,Test task,lost,Leslie Winkle,Germany,Nab D  Anderson,"$1,300"
3845,Front-End Developer,5/23/2019,Application,lost,Leslie Winkle,Singapore,Travis  Filatov,"$2,900"
3846,Recruiter,5/23/2019,Profile review,lost,Leslie Winkle,Ukraine,Farid  Malenkov,"$2,500"
3847,Front-End Developer,5/23/2019,Application,lost,Leslie Winkle,Brazil,Alexis  Bakhteyev,"$1,600"
3848,Data Analyst,5/23/2019,Application,lost,Leslie Winkle,Ukraine,Roxana   Filipko,"$1,300"
3849,Data Analyst,5/23/2019,Application,lost,Leslie Winkle,Ukraine,Mateusz  Pidtykan,"$6,000"
3850,Operations Manager,5/23/2019,Profile review,lost,Raj Koothrappali,Germany,Mariia  Polishchuk,"$1,000"
3851,Recruiter,5/23/2019,Test task,lost,Leslie Winkle,Canada,Reah  Dumitru,"$2,000"
3835,Operations Manager,5/22/2019,Test task,lost,Raj Koothrappali,Spain,Anastasia  Semakov,"$1,300"
3836,Recruiter,5/22/2019,Application,lost,Leslie Winkle,France,Michał  Levada,"$2,000"
3837,Front-End Developer,5/22/2019,Application,lost,Leslie Winkle,Sweeden,Polina  Furzland,"$2,100"
3838,Recruiter,5/22/2019,Application,lost,Leslie Winkle,United Kingdom,Raghu  Savchuk,"$2,600"
3839,Chief Operating Officer,5/22/2019,Profile review,lost,Raj Koothrappali,Germany,Kateryna    Sharma,"$6,000"
3840,Chief Operating Officer,5/22/2019,Prescreen call,lost,Raj Koothrappali,Netherlands,Nick   Quadri,"$2,300"
3841,Data Analyst,5/22/2019,Application,lost,Leslie Winkle,Netherlands,Samat  Arosemena,$900
3842,Recruiter,5/22/2019,RPI,lost,Leslie Winkle,South Korea,Gabriel  Cheek,"$1,200"
3843,Product Manager,5/22/2019,Application,open,Howard Wolowitz,United States,Marc   Kolodziej,"$3,300"
3826,Recruiter,5/21/2019,Profile review,lost,Leslie Winkle,Spain,Kirill  Lakomy,"$2,100"
3827,Recruiter,5/21/2019,Profile review,lost,Leslie Winkle,India,Ebi  Kozłowski,"$3,300"
3828,Data Analyst,5/21/2019,Application,lost,Leslie Winkle,Germany,Monika  Nesterenko,"$2,300"
3830,Front-End Developer,5/21/2019,Application,lost,Leslie Winkle,India,Svitlana   Augustyn,"$6,000"
3832,Data Analyst,5/21/2019,Application,lost,Leslie Winkle,France,Artem  Blasse Blasse,"$2,900"
3833,Data Analyst,5/21/2019,Application,lost,Leslie Winkle,Singapore,Maksim  Agrawal,"$3,900"
3834,Full Stack Node JS Engineer,5/21/2019,Test task,lost,Leslie Winkle,France,Haikal  Korshun,"$1,900"
3814,Full Stack Node JS Engineer,5/20/2019,RPI,lost,Sheldon Cooper,France,Mertcan  Ghosh,$700
3815,Technical Content Writer,5/20/2019,Application,lost,Leslie Winkle,Poland,Olga  Maitland,"$1,000"
3816,Technical Content Writer,5/20/2019,Application,lost,Leslie Winkle,Netherlands,Eugenia  Li,"$2,000"
3817,Recruiter,5/20/2019,Application,lost,Leslie Winkle,India,Oleksandr  Szpyrka,"$2,300"
3818,Recruiter,5/20/2019,Test task,lost,Leslie Winkle,South Korea,Nardo  Jarosz,"$1,000"
3819,Front-End Developer,5/20/2019,Test task,lost,Leslie Winkle,Poland,Alexandru  Naprienko,"$2,600"
3820,Technical Content Writer,5/20/2019,Application,lost,Leslie Winkle,Netherlands,Yury  Kopylov,$800
3821,Operations Manager,5/20/2019,Profile review,lost,Raj Koothrappali,Germany,Keifer  Ronenko,"$2,000"
3822,Operations Manager,5/20/2019,Profile review,lost,Raj Koothrappali,Canada,Gideon Collins  Forma,"$1,600"
3823,Recruiter,5/20/2019,Test task,lost,Leslie Winkle,South Korea,Ksenia  Gul,"$2,100"
3824,Data Analyst,5/20/2019,Application,lost,Leslie Winkle,Netherlands,Khrystyna  Amoah,"$3,600"
3825,Recruiter,5/20/2019,Application,lost,Leslie Winkle,Spain,Mamta  Sankowska Sankowska,"$6,000"
3811,Chief Operating Officer,5/19/2019,Profile review,lost,Raj Koothrappali,United States,Shahzaib  Iliew,"$3,300"
3812,Technical Content Writer,5/19/2019,Application,lost,Leslie Winkle,Ukraine,Corrie  Hundeyin,"$6,000"
3813,Technical Content Writer,5/19/2019,Application,lost,Leslie Winkle,Ukraine,Filip  azam Ali,"$3,300"
3806,Product Manager,5/18/2019,Application,lost,Sheldon Cooper,Sweeden,Urszula  Lycouris,"$6,000"
3807,Recruiter,5/18/2019,Profile review,lost,Leslie Winkle,France,Natalya  Skitiboh,"$1,600"
3808,Full Stack Engineer,5/18/2019,Profile review,lost,Sheldon Cooper,Germany,Magdalena  Novikov,"$2,000"
3809,Product Manager,5/18/2019,Application,open,Howard Wolowitz,Poland,Yana  Sergienko,"$3,300"
3810,Front-End Developer,5/18/2019,Application,lost,Leslie Winkle,India,Olena  Ciechanowski,"$5,700"
3801,Recruiter,5/17/2019,Test task,lost,Leslie Winkle,South Korea,Michał  Joniec,"$1,800"
3802,Product Manager,5/17/2019,Application,open,Howard Wolowitz,Germany,Kamil   Tereshenko,"$4,600"
3803,Operations Manager,5/17/2019,Profile review,lost,Raj Koothrappali,Sweeden,Eugene  Lysenko,"$1,300"
3804,Technical Content Writer,5/17/2019,Application,lost,Leslie Winkle,Poland,Danny  Moreno,$900
3805,Chief Operating Officer,5/17/2019,Profile review,lost,Raj Koothrappali,South Korea,Alexander  Synychych,"$1,800"
3796,Recruiter,5/16/2019,Application,lost,Leslie Winkle,Germany,Corrie  Shport,"$2,900"
3797,Technical Content Writer,5/16/2019,Application,lost,Stuart Bloom,Canada,Magdalena  Fernandes,"$1,600"
3798,Technical Content Writer,5/16/2019,Application,lost,Leslie Winkle,Brazil,Przemyslaw  Kocharian,$300
3799,Recruiter,5/16/2019,Test task,lost,Leslie Winkle,Singapore,Aramais  Horst,"$1,000"
3800,Data Analyst,5/16/2019,Test task,lost,Leslie Winkle,France,Elena  Rajan,"$1,600"
3783,Recruiter,5/15/2019,Application,lost,Leslie Winkle,India,Ber  Skvoznikova,"$6,000"
3784,Technical Content Writer,5/15/2019,Application,lost,Leslie Winkle,Spain,Oleksandr  Atamanyuk,"$1,300"
3785,Data Analyst,5/15/2019,Application,lost,Leslie Winkle,France,Mariusz  Justice,$500
3786,Recruiter,5/15/2019,Test task,lost,Leslie Winkle,Singapore,Andriy  Mirylo,"$1,600"
3787,Front-End Developer,5/15/2019,Test task,lost,Leslie Winkle,Sweeden,Manuel  Ewane,"$1,000"
3788,Recruiter,5/15/2019,Application,lost,Leslie Winkle,Singapore,Krzysztof  Gosek,"$2,200"
3789,Technical Content Writer,5/15/2019,Application,lost,Leslie Winkle,United Kingdom,Stanislav  Volkova,"$6,000"
3790,Operations Manager,5/15/2019,Profile review,lost,Raj Koothrappali,Poland,Karolina  Tummolo,"$2,000"
3792,Technical Content Writer,5/15/2019,Application,lost,Leslie Winkle,France,Shubhanga  Kasapbas,$500
3793,Full Stack Node JS Engineer,5/15/2019,Application,lost,Leslie Winkle,Spain,Inna  Kennedy,"$2,600"
3794,Data Analyst,5/15/2019,Application,lost,Leslie Winkle,Spain,Sergey  Kujawa,"$1,300"
3773,Operations Manager,5/14/2019,Profile review,lost,Raj Koothrappali,Singapore,Anna   Gosek,$800
3774,Data Analyst,5/14/2019,Application,lost,Leslie Winkle,Singapore,Ivan  Zapisotskyi,"$2,000"
3775,Full Stack Engineer,5/14/2019,Offer,won,Sheldon Cooper,Ukraine,Alina  Sushchuk,"$2,900"
3776,Operations Manager,5/14/2019,Profile review,lost,Raj Koothrappali,United Kingdom,Vitaliy  Havryliuk,"$1,300"
3777,Technical Content Writer,5/14/2019,Application,lost,Leslie Winkle,Spain,Anna  Fediaiev,$200
3778,Recruiter,5/14/2019,Application,lost,Leslie Winkle,United Kingdom,Maksim  Polishchuk,"$2,200"
3779,Full Stack Node JS Engineer,5/14/2019,Profile review,lost,Leslie Winkle,India,Tania  Arinushkina,"$1,600"
3781,Operations Manager,5/14/2019,Profile review,lost,Raj Koothrappali,India,Andrii   Akauba,"$2,900"
3782,Data Analyst,5/14/2019,Application,lost,Leslie Winkle,South Korea,Barbara  Taran,"$4,900"
3760,Data Analyst,5/13/2019,Application,lost,Leslie Winkle,Poland,Yulia  Dam,"$1,000"
3761,Data Analyst,5/13/2019,Application,lost,Leslie Winkle,Canada,Irene   Patel,"$1,300"
3764,Chief Operating Officer,5/13/2019,Profile review,lost,Raj Koothrappali,Canada,Volodymyr  Hryban,"$3,300"
3765,Recruiter,5/13/2019,Application,lost,Leslie Winkle,United States,Alina  Skorupa,"$2,100"
3767,Full Stack Engineer,5/13/2019,Application,lost,Leslie Winkle,United States,Eryk  Wilson,"$3,900"
3768,Data Analyst,5/13/2019,Application,lost,Leslie Winkle,Germany,John   Gapanyuk,"$6,000"
3769,Front-End Developer,5/13/2019,Application,lost,Leslie Winkle,United States,Elena  Matukiewicz,"$1,300"
3770,Technical Content Writer,5/13/2019,Application,lost,Leslie Winkle,Singapore,Priyanka  Buderkevych,$500
3771,Full Stack Engineer,5/13/2019,Test task,lost,Sheldon Cooper,Sweeden,Marco  Sudan,"$2,900"
3772,Operations Manager,5/13/2019,Profile review,lost,Raj Koothrappali,Poland,Andriy  Zapisotskyi,"$1,300"
3757,Product Manager,5/12/2019,Application,lost,Sheldon Cooper,Poland,Marco  Kujawa,"$1,000"
3758,Data Analyst,5/12/2019,Test task,lost,Leslie Winkle,India,Ritesh  Wysocki,"$1,800"
3759,Product Manager,5/12/2019,Application,open,Howard Wolowitz,Poland,Viktoriia  Polishchuk,"$1,200"
3753,Full Stack Engineer,5/11/2019,Application,lost,Leslie Winkle,Poland,Yurii  Chu,"$6,000"
3754,Data Analyst,5/11/2019,Test task,lost,Leslie Winkle,South Korea,Vicentiu Cristian  Ilyash,"$1,900"
3755,Operations Manager,5/11/2019,Profile review,lost,Raj Koothrappali,United Kingdom,Olga  Pidtykan,"$2,300"
3756,Technical Content Writer,5/11/2019,Application,lost,Leslie Winkle,India,Eduard  Novachenko,"$2,600"
3741,Recruiter,5/10/2019,Application,lost,Leslie Winkle,Ukraine,Kamil   Kvashuk,"$2,000"
3742,Product Manager,5/10/2019,Application,open,Howard Wolowitz,France,Marina  Zehmke,"$2,400"
3744,Recruiter,5/10/2019,Application,lost,Leslie Winkle,United States,Kuba  Bodlev,"$1,000"
3746,Technical Content Writer,5/10/2019,Application,lost,Leslie Winkle,France,Olia   Brańka,"$2,000"
3747,Operations Manager,5/10/2019,Profile review,lost,Raj Koothrappali,United States,Ivica  Nashkolnyi,"$6,000"
3748,Full Stack Engineer,5/10/2019,Application,lost,Leslie Winkle,Brazil,Oleh  Yavorska,"$2,300"
3749,Technical Content Writer,5/10/2019,Application,lost,Leslie Winkle,South Korea,Mehul  Komarova,$700
3750,Product Manager,5/10/2019,Application,lost,Sheldon Cooper,Poland,Evgen  Burnier de Castro,"$1,000"
3751,Recruiter,5/10/2019,Application,lost,Leslie Winkle,Brazil,Inga  Pınar,"$5,900"
3723,Technical Content Writer,5/9/2019,Application,lost,Leslie Winkle,United Kingdom,Natalia  Atere,"$2,600"
3724,Full Stack Engineer,5/9/2019,Application,lost,Leslie Winkle,United Kingdom,Michał  Pirowski,"$2,600"
3725,Chief Operating Officer,5/9/2019,Profile review,lost,Raj Koothrappali,Spain,Sergey  Shamim,"$2,900"
3726,Technical Content Writer,5/9/2019,Application,lost,Leslie Winkle,India,Aravind  Maul,"$1,100"
3727,Data Analyst,5/9/2019,Test task,lost,Leslie Winkle,Netherlands,Vira  Didyk,"$1,600"
3728,Full Stack Engineer,5/9/2019,Application,lost,Leslie Winkle,Poland,Tetiana   kudale,"$6,000"
3729,Front-End Developer,5/9/2019,Application,lost,Leslie Winkle,Germany,Farid  Didukh,$200
3730,Front-End Developer,5/9/2019,Application,lost,Leslie Winkle,Germany,Yevhen  Ковтун,$900
3731,Front-End Developer,5/9/2019,Application,lost,Leslie Winkle,United States,Chelsy  Janiszewski,$900
3732,Technical Content Writer,5/9/2019,Application,lost,Leslie Winkle,Brazil,Ashish  Kazungu Woods,"$1,300"
3733,Data Analyst,5/9/2019,Application,lost,Leslie Winkle,Sweeden,kajal  Sysak,"$6,000"
3734,Technical Content Writer,5/9/2019,Application,lost,Leslie Winkle,Brazil,Olena  Tustanovska,$300
3736,Front-End Developer,5/9/2019,Application,lost,Leslie Winkle,Germany,Michel  Usen,"$2,000"
3737,Front-End Developer,5/9/2019,Application,lost,Leslie Winkle,Brazil,Brindha  Kravets,$800
3738,Technical Content Writer,5/9/2019,Application,lost,Leslie Winkle,Poland,Nikolay  Drugova,"$2,900"
3740,Recruiter,5/9/2019,Application,lost,Leslie Winkle,Poland,Anton   Velasco,$800
3713,Data Analyst,5/8/2019,Application,lost,Leslie Winkle,India,Sebastian  Fleszar,"$2,100"
3714,Data Analyst,5/8/2019,Application,lost,Leslie Winkle,Germany,Arushi  Murphy,"$1,000"
3715,Recruiter,5/8/2019,Application,lost,Leslie Winkle,Canada,Precious  Haziyev,"$1,000"
3716,Front-End Developer,5/8/2019,Application,lost,Leslie Winkle,Germany,Vasileios  Ivashkiv,"$2,000"
3717,Technical Content Writer,5/8/2019,Profile review,lost,Leslie Winkle,Brazil,Malgorzata   Abdul Rahman,"$1,000"
3718,Product Manager,5/8/2019,Application,open,Howard Wolowitz,United Kingdom,Olha  Atila,"$1,600"
3719,Technical Content Writer,5/8/2019,Application,lost,Leslie Winkle,South Korea,Viktoriia  Pulia,$500
3720,Front-End Developer,5/8/2019,Application,lost,Leslie Winkle,United States,Jeremy  Dmytruk,"$1,000"
3721,Data Analyst,5/8/2019,Profile review,lost,Leslie Winkle,Netherlands,Olena  Zdzieba,"$1,800"
3722,Product Manager,5/8/2019,Application,open,Howard Wolowitz,United States,Magdalena  Геннадиевич,"$2,500"
3711,Technical Content Writer,5/7/2019,Application,lost,Leslie Winkle,United States,Elisa  Starovit,"$1,200"
3712,Product Manager,5/7/2019,Application,open,Howard Wolowitz,South Korea,Semyon  Pushkina,"$2,600"
3708,Operations Manager,5/6/2019,Profile review,lost,Raj Koothrappali,Poland,Soumya Ranjan  Vasylyeva,$800
3709,Recruiter,5/6/2019,Application,lost,Leslie Winkle,Poland,Alan  Ahieieva,"$2,000"
3710,Recruiter,5/6/2019,Application,lost,Leslie Winkle,Brazil,Tushar   Ivashkiv,"$1,000"
3703,Recruiter,5/4/2019,Application,lost,Leslie Winkle,United States,Elnur   Munshi,"$1,000"
3704,Data Analyst,5/4/2019,Application,lost,Leslie Winkle,United States,Igor   Zhuravlova,"$1,400"
3706,Technical Content Writer,5/4/2019,Profile review,lost,Leslie Winkle,Germany,Anna  Filipska,$500
3707,Technical Content Writer,5/4/2019,Application,lost,Leslie Winkle,France,Sathish  Wolf,"$1,500"
3697,Recruiter,5/3/2019,Application,lost,Leslie Winkle,Germany,Anton  Elsa Varghese,"$2,100"
3698,Recruiter,5/3/2019,Application,lost,Leslie Winkle,Netherlands,Viktor  Carter,"$2,600"
3699,Data Analyst,5/3/2019,Profile review,lost,Leslie Winkle,Germany,Olia  Durvin,$500
3700,Technical Content Writer,5/3/2019,Application,lost,Leslie Winkle,Poland,Junaid    Vasylenko,$700
3701,Chief Operating Officer,5/3/2019,Test task,lost,Raj Koothrappali,United Kingdom,Katarzyna   Maruffi,"$2,000"
3702,Technical Content Writer,5/3/2019,Profile review,lost,Leslie Winkle,United Kingdom,Agata  Jackson,"$1,000"
3689,Data Analyst,5/2/2019,Profile review,lost,Leslie Winkle,Sweeden,Tetiana  Kitaigorodsky,"$1,200"
3690,Recruiter,5/2/2019,Application,lost,Leslie Winkle,United States,Vladislav  Kyrychenko,"$1,900"
3691,Technical Content Writer,5/2/2019,Application,lost,Leslie Winkle,United States,Todor  Abisai,"$1,300"
3692,Recruiter,5/2/2019,Application,lost,Leslie Winkle,Spain,Artūrs   Rai,"$1,800"
3693,Recruiter,5/2/2019,Application,lost,Leslie Winkle,Germany,Elias  Furzland,"$6,000"
3695,Recruiter,5/2/2019,Application,lost,Leslie Winkle,India,Kelvin  Demczyńska,"$2,000"
3696,Data Analyst,5/2/2019,Profile review,lost,Leslie Winkle,India,Michał  Khrabrov,$500
3684,Data Analyst,5/1/2019,Profile review,lost,Leslie Winkle,United Kingdom,Anastasia  Klochko,"$3,100"
3685,Operations Manager,5/1/2019,Test task,lost,Raj Koothrappali,United States,Vladimir  Mulikov,$500
3686,Data Analyst,5/1/2019,Test task,lost,Leslie Winkle,Spain,John  Ryszawy,"$1,600"
3687,Data Analyst,5/1/2019,Test task,lost,Leslie Winkle,United Kingdom,Yuliia  Belinskyi,"$2,900"
3688,Operations Manager,5/1/2019,Test task,lost,Raj Koothrappali,France,Oleksandra   Adam,"$1,600"
3677,Product Manager,4/30/2019,Application,lost,Sheldon Cooper,France,Dmytro  Jackson,"$9,800"
3679,Technical Content Writer,4/30/2019,Application,lost,Leslie Winkle,Brazil,Ibrahim   Dykaniuk,$300
3680,Data Analyst,4/30/2019,Profile review,lost,Leslie Winkle,Ukraine,Luis Andres   Khodyriev,"$2,600"
3681,Data Analyst,4/30/2019,Profile review,lost,Leslie Winkle,Poland,Alex  Esipov,"$1,600"
3682,Recruiter,4/30/2019,Application,lost,Leslie Winkle,Spain,Polina  Weinreich,"$2,000"
3674,Data Analyst,4/29/2019,Profile review,lost,Leslie Winkle,Spain,Nicholas  Staśko,$700
3675,Front-End Developer,4/29/2019,Test task,lost,Leslie Winkle,Brazil,Caitlin   Sowa,"$2,300"
3676,Operations Manager,4/29/2019,Profile review,lost,Raj Koothrappali,Canada,Olena  Baraniuk,$900
3673,Full Stack Engineer,4/28/2019,Application,lost,Leslie Winkle,United States,Gian Luca  Novachenko,"$6,000"
3671,Full Stack Engineer,4/26/2019,Profile review,lost,Sheldon Cooper,Spain,Urszula  Oriekhova,"$4,200"
3672,Product Manager,4/26/2019,Application,open,Howard Wolowitz,Ukraine,Victoria  Nallathambi,"$2,900"
3669,Full Stack Engineer,4/25/2019,Application,lost,Leslie Winkle,United Kingdom,Mikita  Kaya,"$4,600"
3664,Front-End Developer,4/24/2019,Application,lost,Leslie Winkle,Singapore,Olena  Liaukeviciute,"$2,900"
3665,Front-End Developer,4/24/2019,Test task,lost,Leslie Winkle,Sweeden,Seyide  Babilia,"$1,300"
3666,Operations Manager,4/24/2019,Offer,won,Raj Koothrappali,Spain,Michael  Kurzewski,"$1,000"
3662,Operations Manager,4/23/2019,Profile review,lost,Raj Koothrappali,Sweeden,Dmitriy  Susiak,"$3,000"
3663,Front-End Developer,4/23/2019,Test task,lost,Leslie Winkle,Netherlands,Mykhailo  Zakhozhyi,"$2,100"
3661,Front-End Developer,4/22/2019,Test task,lost,Leslie Winkle,Singapore,VladaV  Zhukov,"$2,200"
3659,Front-End Developer,4/21/2019,Application,lost,Leslie Winkle,United Kingdom,Samuel  Furzland,"$1,600"
3658,Full Stack Engineer,4/20/2019,Application,lost,Leslie Winkle,Singapore,Onat  Turbant,"$3,300"
3655,Operations Manager,4/19/2019,Offer,lost,Raj Koothrappali,Ukraine,Yuliia   Bosenko,$900
3656,Front-End Developer,4/19/2019,Application,lost,Leslie Winkle,Brazil,Sergey  Bounegru,"$1,000"
3657,Front-End Developer,4/19/2019,Application,lost,Leslie Winkle,Germany,Anna  Czerkawski,"$1,800"
3645,Operations Manager,4/18/2019,Profile review,lost,Raj Koothrappali,Ukraine,Nikita  Pulia,"$1,200"
3646,Front-End Developer,4/18/2019,Test task,lost,Leslie Winkle,Netherlands,Anton   Kuznetsov,"$1,000"
3647,Operations Manager,4/18/2019,Profile review,lost,Raj Koothrappali,Netherlands,Joanna  Troukha Troukhan,"$2,600"
3649,Data Analyst,4/18/2019,Profile review,lost,Leslie Winkle,France,Valentyn  Muntian,$400
3650,Technical Content Writer,4/18/2019,Profile review,open,Stuart Bloom,Ukraine,Kyle  Huk,$700
3651,Operations Manager,4/18/2019,Profile review,lost,Raj Koothrappali,France,Krzysztof  Kennedy,$800
3653,Data Analyst,4/18/2019,Profile review,lost,Leslie Winkle,Germany,Maja  Sobieraj,"$1,200"
3654,Operations Manager,4/18/2019,Profile review,lost,Raj Koothrappali,Singapore,Nazariy  Yarych,"$6,000"
3638,Data Analyst,4/17/2019,Profile review,lost,Leslie Winkle,France,Vishal  Rehman,"$3,900"
3639,Data Analyst,4/17/2019,Profile review,lost,Leslie Winkle,Brazil,Jake  Jackson,"$3,300"
3640,Data Analyst,4/17/2019,Profile review,lost,Leslie Winkle,Canada,Liudmyla  Yuzkiv,"$1,300"
3641,Front-End Developer,4/17/2019,Application,lost,Leslie Winkle,United States,Piotr   Shchukin,"$1,000"
3642,Data Analyst,4/17/2019,Profile review,lost,Leslie Winkle,Brazil,Yuliia  Volkovska,"$1,300"
3643,Front-End Developer,4/17/2019,Application,lost,Leslie Winkle,Canada,Valerii  Yevstratenko,$500
3644,Front-End Developer,4/17/2019,Application,lost,Leslie Winkle,Sweeden,Denys  Małek,"$1,000"
3628,Data Analyst,4/16/2019,Application,lost,Leslie Winkle,India,Olena  Arharov,"$1,000"
3632,Technical Content Writer,4/16/2019,Profile review,lost,Leslie Winkle,India,Andrew  Ludwin,"$1,200"
3633,Operations Manager,4/16/2019,Application,lost,Leslie Winkle,Ukraine,Bartosz  HANDZEL,"$4,400"
3635,Data Analyst,4/16/2019,Profile review,lost,Leslie Winkle,Poland,Farid  Kumar Naresh,"$6,000"
3636,Data Analyst,4/16/2019,Test task,lost,Leslie Winkle,Spain,Brad  Ocalewicz,"$2,000"
3637,Chief Operating Officer,4/16/2019,Profile review,lost,Raj Koothrappali,Netherlands,Stanislav  Mikhailouskaya,"$3,900"
3624,Front-End Developer,4/15/2019,RPI,lost,Leslie Winkle,Ukraine,Jakub  Babbitt,"$2,300"
3626,Full Stack Engineer,4/15/2019,Application,lost,Leslie Winkle,Ukraine,M.suleman  Khodyriev,"$2,600"
3627,Technical Content Writer,4/15/2019,Application,lost,Leslie Winkle,France,Heidi  Nesterenko,"$1,200"
3622,Data Analyst,4/14/2019,Profile review,lost,Leslie Winkle,Netherlands,Travis   Melnyk,"$5,200"
3623,Product Manager,4/14/2019,Application,open,Howard Wolowitz,South Korea,Karina   Mohler,"$2,800"
3620,Operations Manager,4/13/2019,Application,lost,Leslie Winkle,Sweeden,Artem   Jakubiczka,"$3,300"
3621,Data Analyst,4/13/2019,Application,lost,Leslie Winkle,Poland,Farid  Alphons Jose,"$2,600"
3613,Data Analyst,4/12/2019,Test task,lost,Leslie Winkle,Poland,Dmytro  Aslan,$700
3614,Chief Operating Officer,4/12/2019,Profile review,lost,Raj Koothrappali,India,Natalia  Blasse Blasse,"$6,500"
3615,Data Analyst,4/12/2019,Test task,lost,Leslie Winkle,France,Julia  Liberski,"$1,000"
3616,Front-End Developer,4/12/2019,Profile review,lost,Leslie Winkle,India,Eugene  Martyniuk,"$2,600"
3617,Operations Manager,4/12/2019,Application,lost,Leslie Winkle,South Korea,Oleksandra  Martynenko,"$1,600"
3619,Front-End Developer,4/12/2019,Application,lost,Leslie Winkle,Spain,Taras  Samarets,"$1,000"
3607,Data Analyst,4/11/2019,Profile review,lost,Leslie Winkle,France,Piotr  Omelchenko,"$1,600"
3608,Product Manager,4/11/2019,Application,open,Howard Wolowitz,United Kingdom,Arkadiy  Vakilov,"$2,400"
